station,validUTC,levelcode,pressure_mb,height_m,tmpc,dwpc,drct,speed_kts,bearing,range_sm
KOAK,2022-12-27 00:00:00,4,150.0,13850.0,-67.5,-80.5,295.0,57,84.0,31.0
KOAK,2022-12-27 00:00:00,5,140.0,14268.0,-64.1,-85.1,M,M,M,M
KOAK,2022-12-27 00:00:00,6,138.7,14326.0,M,M,295.0,61,86.0,32.0
KOAK,2022-12-27 00:00:00,6,131.9,14630.0,M,M,305.0,40,87.0,33.0
KOAK,2022-12-27 00:00:00,5,122.0,15099.0,-68.7,-86.7,M,M,M,M
KOAK,2022-12-27 00:00:00,6,119.2,15240.0,M,M,295.0,50,88.0,34.0
KOAK,2022-12-27 00:00:00,5,119.0,15248.0,-67.3,-86.3,M,M,M,M
KOAK,2022-12-27 00:00:00,5,115.0,15453.0,-68.1,-86.1,M,M,M,M
KOAK,2022-12-27 00:00:00,5,112.0,15611.0,-67.9,-86.9,M,M,M,M
KOAK,2022-12-27 00:00:00,5,109.0,15776.0,-65.7,-86.7,M,M,M,M
KOAK,2022-12-27 00:00:00,6,107.7,15849.0,M,M,305.0,57,89.0,36.0
KOAK,2022-12-27 00:00:00,6,102.4,16154.0,M,M,295.0,38,90.0,37.0
KOAK,2022-12-27 00:00:00,4,100.0,16300.0,-68.9,-86.9,300.0,45,90.0,37.0
KOAK,2022-12-27 00:00:00,6,97.4,16459.0,M,M,300.0,45,91.0,37.0
KOAK,2022-12-27 00:00:00,5,90.6,16886.0,-70.9,-87.9,M,M,M,M
KOAK,2022-12-27 00:00:00,6,87.9,17068.0,M,M,305.0,52,92.0,39.0
KOAK,2022-12-27 00:00:00,5,85.2,17252.0,-67.3,-87.3,M,M,M,M
KOAK,2022-12-27 00:00:00,6,83.5,17373.0,M,M,320.0,43,93.0,39.0
KOAK,2022-12-27 00:00:00,5,79.9,17636.0,-69.5,-88.5,M,M,M,M
KOAK,2022-12-27 00:00:00,5,76.0,17935.0,-66.9,-87.9,M,M,M,M
KOAK,2022-12-27 00:00:00,6,75.4,17983.0,M,M,295.0,41,94.0,41.0
KOAK,2022-12-27 00:00:00,5,72.2,18243.0,-67.9,-88.9,M,M,M,M
KOAK,2022-12-27 00:00:00,6,71.7,18288.0,M,M,315.0,37,94.0,41.0
KOAK,2022-12-27 00:00:00,4,70.0,18430.0,-67.3,-89.3,305.0,26,94.0,41.0
KOAK,2022-12-27 00:00:00,6,68.1,18592.0,M,M,300.0,28,94.0,42.0
KOAK,2022-12-27 00:00:00,6,58.6,19507.0,M,M,320.0,37,96.0,43.0
KOAK,2022-12-27 00:00:00,5,53.5,20055.0,-65.1,-90.1,M,M,M,M
KOAK,2022-12-27 00:00:00,6,53.0,20116.0,M,M,320.0,18,97.0,44.0
KOAK,2022-12-27 00:00:00,5,51.2,20323.0,-63.5,-89.5,M,M,M,M
KOAK,2022-12-27 00:00:00,6,50.4,20421.0,M,M,310.0,21,97.0,44.0
KOAK,2022-12-27 00:00:00,4,50.0,20470.0,-64.3,-90.3,305.0,22,97.0,44.0
KOAK,2022-12-27 00:00:00,5,48.0,20720.0,-62.1,-90.1,M,M,M,M
KOAK,2022-12-27 00:00:00,6,48.0,20726.0,M,M,300.0,21,97.0,44.0
KOAK,2022-12-27 00:00:00,6,45.6,21031.0,M,M,325.0,24,97.0,45.0
KOAK,2022-12-27 00:00:00,5,45.4,21063.0,-62.9,-89.9,M,M,M,M
KOAK,2022-12-27 00:00:00,6,43.4,21336.0,M,M,325.0,24,98.0,45.0
KOAK,2022-12-27 00:00:00,5,42.7,21441.0,-61.7,-89.7,M,M,M,M
KOAK,2022-12-27 00:00:00,5,41.4,21632.0,-62.5,-90.5,M,M,M,M
KOAK,2022-12-27 00:00:00,6,41.3,21640.0,M,M,305.0,24,98.0,45.0
KOAK,2022-12-27 00:00:00,5,40.7,21737.0,-60.7,-89.7,M,M,M,M
KOAK,2022-12-27 00:00:00,6,39.4,21945.0,M,M,275.0,21,98.0,45.0
KOAK,2022-12-27 00:00:00,5,39.0,22002.0,-60.7,-89.7,M,M,M,M
KOAK,2022-12-27 00:00:00,6,37.5,22250.0,M,M,275.0,39,98.0,46.0
KOAK,2022-12-27 00:00:00,5,37.0,22331.0,-57.7,-88.7,M,M,M,M
KOAK,2022-12-27 00:00:00,6,35.7,22555.0,M,M,300.0,40,98.0,47.0
KOAK,2022-12-27 00:00:00,6,30.9,23469.0,M,M,310.0,24,99.0,48.0
KOAK,2022-12-27 00:00:00,5,30.7,23503.0,-58.7,-88.7,M,M,M,M
KOAK,2022-12-27 00:00:00,4,30.0,23660.0,-58.1,-89.1,290.0,30,99.0,48.0
KOAK,2022-12-27 00:00:00,6,29.5,23774.0,M,M,295.0,21,99.0,49.0
KOAK,2022-12-27 00:00:00,6,28.1,24079.0,M,M,290.0,29,99.0,49.0
KOAK,2022-12-27 00:00:00,6,26.7,24384.0,M,M,295.0,28,99.0,49.0
KOAK,2022-12-27 00:00:00,6,25.5,24688.0,M,M,305.0,31,100.0,50.0
KOAK,2022-12-27 00:00:00,6,24.3,24993.0,M,M,290.0,30,100.0,50.0
KOAK,2022-12-27 00:00:00,6,23.1,25298.0,M,M,305.0,35,100.0,51.0
KOAK,2022-12-27 00:00:00,5,22.8,25391.0,-56.1,-88.1,M,M,M,M
KOAK,2022-12-27 00:00:00,6,22.1,25603.0,M,M,290.0,32,100.0,51.0
KOAK,2022-12-27 00:00:00,5,21.2,25856.0,-52.1,-86.1,M,M,M,M
KOAK,2022-12-27 00:00:00,4,20.0,26240.0,-51.3,-86.3,300.0,45,100.0,53.0
KOAK,2022-12-27 00:00:00,5,19.3,26471.0,-50.7,-85.7,M,M,M,M
KOAK,2022-12-27 00:00:00,6,19.2,26517.0,M,M,300.0,44,101.0,53.0
KOAK,2022-12-27 00:00:00,6,18.3,26822.0,M,M,285.0,42,101.0,54.0
KOAK,2022-12-27 00:00:00,5,17.8,27002.0,-46.1,-84.1,M,M,M,M
KOAK,2022-12-27 00:00:00,6,16.7,27432.0,M,M,285.0,50,101.0,56.0
KOAK,2022-12-27 00:00:00,5,16.6,27466.0,-45.3,-83.3,M,M,M,M
KOAK,2022-12-27 00:00:00,5,16.3,27587.0,-45.9,-83.9,M,M,M,M
KOAK,2022-12-27 00:00:00,6,15.2,28041.0,M,M,280.0,60,101.0,58.0
KOAK,2022-12-27 00:00:00,5,14.1,28559.0,-41.1,-82.1,M,M,M,M
KOAK,2022-12-27 00:00:00,6,13.3,28956.0,M,M,290.0,56,101.0,60.0
KOAK,2022-12-27 00:00:00,5,13.0,29116.0,-35.7,-78.7,M,M,M,M
KOAK,2022-12-27 00:00:00,6,11.7,29870.0,M,M,265.0,48,101.0,63.0
KOAK,2022-12-27 00:00:00,5,10.9,30330.0,-38.7,-80.7,M,M,M,M
KOAK,2022-12-27 00:00:00,6,10.7,30486.0,M,M,280.0,45,101.0,65.0
KOAK,2022-12-27 00:00:00,4,10.0,30920.0,-41.7,-82.7,270.0,63,101.0,66.0
KOAK,2022-12-27 00:00:00,6,9.3,31400.0,M,M,280.0,65,100.0,68.0
KOAK,2022-12-27 00:00:00,5,9.2,31483.0,-41.9,-82.9,M,M,M,M
KOAK,2022-12-27 00:00:00,6,8.1,32314.0,M,M,250.0,70,100.0,71.0
KOAK,2022-12-27 00:00:00,5,7.8,32606.0,-38.5,-80.5,M,M,M,M
KOAK,2022-12-27 00:00:00,6,7.4,32924.0,M,M,265.0,83,99.0,73.0
KOAK,2022-12-27 00:00:00,6,7.1,33229.0,M,M,270.0,82,99.0,75.0
KOAK,2022-12-27 00:00:00,5,6.8,33542.0,-40.7,-81.7,M,M,M,M
KOAK,2022-12-27 00:00:00,5,5.9,34513.0,-37.3,-79.3,M,M,M,M
